,Movie Name,Rating
75,Ah-ga-ssi,8.1
76,The Light Between Oceans,7.2
77,A Street Cat Named Bob,7.4
78,Now You See Me 2,6.5
79,Sully,7.8
80,Café Society,6.8
81,I Am the Pretty Thing That Lives in the House,4.7
82,The Jungle Book,7.6
83,The Purge: Election Year,6.0
84,Rules Don't Apply,7.2
85,Snowden,7.4
86,Alice Through the Looking Glass,6.3
87,Ice Age: Collision Course,5.7
88,Dog Eat Dog,5.0
89,Swiss Army Man,7.2
90,Army of One,5.1
91,Imperium,6.5
92,The Conjuring 2,7.5
93,Loving,7.0
94,The Shallows,6.4
95,Blood Father,6.5
96,I.T.,5.4
97,Underworld: Blood Wars,0
98,Indignation,7.1
99,13 Hours,7.3
100,Free State of Jones,6.9
101,Forushande,8.5
102,Teenage Mutant Ninja Turtles: Out of the Shadows,6.1
103,Pride and Prejudice and Zombies,5.8
104,Trash Fire,6.0
105,Bad Santa 2,0
106,The Mistletoe Promise,6.8
107,Mechanic: Resurrection,5.6
108,10 Cloverfield Lane,7.3
109,A Monster Calls,7.6
110,Kimi no na wa.,8.9
111,Fences,0
112,Silence,0
113,Nine Lives,5.1
114,Pet,6.7
115,Masterminds,5.8
116,The Siege of Jadotville,7.3
117,Money Monster,6.6
118,The Late Bloomer,5.2
119,The Brothers Grimsby,6.2
120,American Pastoral,6.2
121,Jackie,7.7
122,Storks,7.0
123,Kung Fu Panda 3,7.2
124,Hunt for the Wilderpeople,8.0
125,"I, Daniel Blake",8.1
126,The Huntsman: Winter's War,6.1
127,Lion,7.5
128,London Has Fallen,5.9
129,Dag II,10.0
130,Neighbors 2: Sorority Rising,5.8
131,Busanhaeng,7.6
132,The Whole Truth,6.1
133,Stagecoach: The Texas Jack Story,4.2
134,Resident Evil: The Final Chapter,0
135,Genius,6.6
136,The Charnel House,4.2
137,The Finest Hours,6.8
138,Miss Sloane,7.7
139,Bastille Day,6.3
140,Hacker,6.3
141,Sing Street,8.0
142,Allegiant,5.7
143,American Honey,7.6
144,Boyka: Undisputed,9.7
145,The 5th Wave,5.2
146,In a Valley of Violence,6.0
147,Live by Night,0
148,31,5.1
149,Meet the Blacks,3.1
150,Everybody Wants Some!!,7.1
151,Jue di tao wang,5.7
152,20th Century Women,6.6
153,Dirty Grandpa,6.0
154,"Fear, Inc.",5.6
155,Criminal,6.3
156,Shivaay,7.0
157,Hush,6.6
158,Friend Request,5.4
159,Kickboxer: Vengeance,4.9
160,The Thinning,6.8
161,Within,5.2
162,"Hail, Caesar!",6.4
163,Max Steel,4.8
164,USS Indianapolis: Men of Courage,5.1
165,King Cobra,5.8
166,The Love Witch,6.7
167,Zoolander 2,4.8
168,Triple 9,6.3
169,Our Kind of Traitor,6.2
170,Midnight Special,6.7
171,Goldstone,6.5
172,Eddie the Eagle,7.4
173,The Birth of a Nation,5.8
174,Pete's Dragon,7.1
175,The Great Wall,0
176,The Choice,6.5
177,Angry Birds,6.3
178,Rupture,5.2
179,The Boy,6.0
180,Certain Women,6.6
181,Mascots,5.9
182,Abattoir,4.5
183,Mother's Day,5.6
184,The Space Between Us,0
185,Why Him?,0
186,Rock On 2,5.6
187,The Founder,0
188,Satanic,3.7
189,Under the Shadow,7.2
190,Love & Friendship,6.6
191,Whiskey Tango Foxtrot,6.6
192,Kingsglaive: Final Fantasy XV,7.0
193,The Do-Over,5.7
194,Kill Command,5.7
195,ARQ,6.4
196,Recovery,4.8
197,Money,6.2
198,A Hologram for the King,6.1
199,Florence Foster Jenkins,7.1
200,The Comedian,4.6
201,Birkebeinerne,6.1
202,The Promise,4.1
203,Patient Seven,5.0
204,Carnage Park,4.9
205,Gold,0
206,Paterson,7.7
207,The Wailing,7.5
208,Before I Wake,6.1
209,Julieta,7.2
210,The Fundamentals of Caring,7.4
211,Toni Erdmann,8.2
212,Patriots Day,7.9
213,The Girl with All the Gifts,7.3
214,Popstar: Never Stop Never Stopping,6.7
215,My Dead Boyfriend,4.7
216,Operator,5.9
217,Baked in Brooklyn,5.6
218,Cell,4.3
219,The Innocents,7.4
220,Marauders,5.4
221,Ride Along 2,5.9
222,Blair Witch,5.4
223,The Forest,4.8
224,Jane Got a Gun,5.8
225,Dear Zindagi,0
226,SiREN,7.0
227,Pink,8.6
228,Grave,7.4
229,Incarnate,7.7
230,The Boss,5.4
231,Misconduct,5.3
232,Risen,6.3
233,Ben-Hur,5.7
234,Ballerina,8.0
235,Shin Godzilla,7.6
236,Keanu,6.3
237,Personal Shopper,6.5
238,Morgan,5.9
239,Denial,6.5
240,The Pass,7.0
241,Officer Downe,4.3
242,Middle School: The Worst Years of My Life,5.8
243,A United Kingdom,6.3
244,The Darkness,4.3
245,The Lost City of Z,7.6
246,Exposed,4.2
247,I Am Wrath,5.3
248,Billionaire Ransom,5.4
249,Good Kids,6.0
250,The Trust,5.4
251,7 años,6.9
252,Dreamland,6.9
253,Dead Rising: Endgame,4.7
254,Little Men,7.1
255,The Shack,0
256,Hidden Figures,0
257,Mothers and Daughters,4.8
258,Christine,7.3
259,The Good Neighbor,6.2
260,Complete Unknown,5.5
261,Free Fire,7.3
262,Miracles from Heaven,6.9
263,The Autopsy of Jane Doe,7.3
264,Get a Job,5.3
265,The Bye Bye Man,0
266,Alcoholist,5.5
267,Yoga Hosers,4.5
268,"Love Always, Santa",6.8
269,A Snow Capped Christmas,0
270,The Hollow,5.0
271,Term Life,5.5
272,In Dubious Battle,7.4
273,True Crimes,7.7
274,Edge of Winter,5.1
275,The Other Side of the Door,5.3
276,Race,7.1
277,Accidentally Engaged,6.2
278,Amityville: The Awakening,0
279,Precious Cargo,4.6
280,XOXO,5.3
281,Goat,5.9
282,Monster Trucks,0
283,Riphagen,7.1
284,Holidays,5.1
285,It's Only the End of the World,7.2
286,Batman: Return of the Caped Crusaders,7.1
287,100 Streets,5.3
288,Urge,4.1
289,I'm Not Ashamed,6.2
290,The Duel,5.7
291,Jack Goes Home,5.1
292,The Perfect Weapon,3.3
293,Queen of Katwe,7.3
294,Run the Tide,0
295,Neruda,7.3
296,Desu nôto: Light Up the New World,6.5
297,When the Bough Breaks,4.4
298,Elvis & Nixon,6.5
299,Barbershop: The Next Cut,5.9
300,Bienvenue à Marly-Gomont,7.1
301,The Wild Life,5.3
302,Always Shine,7.4
303,Perfetti sconosciuti,7.7
304,Morris from America,6.1
305,War on Everyone,6.4
306,Absolutely Fabulous: The Movie,5.8
307,Dangal,0
308,Tini: El gran cambio de Violetta,5.3
309,My Big Fat Greek Wedding 2,6.1
310,Laid in America,4.8
311,The Bad Batch,6.1
312,Dirty 30,5.6
313,Billionaire Boys Club,0
314,Southside with You,6.6
315,Tallulah,6.8
316,Pulimurugan,8.2
317,Broken Vows,4.1
318,Maximum Ride,3.9
319,The Greasy Strangler,5.6
320,Aquarius,7.9
321,I Am Not a Serial Killer,6.2
322,Walk of Fame,4.6
323,Approaching the Unknown,4.8
324,Manhattan Night,6.2
325,Zeroville,0
326,The 9th Life of Louis Drax,6.5
327,Batman: The Killing Joke,6.6
328,Daylight's End,5.2
329,Fifty Shades of Black,3.5
330,The Witching,3.7
331,God's Not Dead 2,4.0
332,In-cheon sang-ryuk jak-jeon,6.4
333,Frank & Lola,6.4
334,The Young Messiah,5.4
335,Rustom,7.2
336,The Windmill,5.0
337,Collide,6.1
338,Cabin Fever,3.7
339,London Town,6.4
340,Wild Oats,5.8
341,Exorcist House of Evil,2.8
342,All We Had,6.8
343,London Fields,0
344,The Disappointments Room,4.3
345,Viral,5.6
346,The Neighbor,5.8
347,High Strung,6.5
348,Headshot,7.4
349,Despite the Falling Snow,5.5
350,Dark Signal,4.1
351,The Engagement Clause,5.7
352,The Eyes of My Mother,7.0
353,The Great Gilly Hopkins,6.5
354,Pandemic,4.6
355,Amateur Night,5.0
356,The Secret Scripture,7.2
357,Brotherhood,6.4
358,Be Somebody,6.1
359,Hot Bot,3.4
360,Planetarium,5.1
361,Achcham Yenbadhu Madamaiyada,7.8
362,Rock Dog,6.4
363,First Girl I Loved,5.6
364,Plan Z,4.0
365,American Conjuring,2.5
366,Flaskepost fra P,7.0
367,47 Meters Down,6.0
368,The Hollars,6.1
369,Terminal,0
370,Befikre,0
371,Krampus Unleashed,3.6
372,Outlaws and Angels,5.4
373,The Darkest Dawn,4.4
374,Don't Think Twice,7.3
375,The Curse of Sleeping Beauty,4.3
376,Brimstone,6.7
377,Birth of the Dragon,3.4
378,Dad's Army,5.2
379,Range 15,5.7
380,Havenhurst,5.1
381,Brain on Fire,7.9
382,Holiday Breakup,5.4
383,Tell Me How I Die,5.0
384,Chocolat,7.1
385,Naam Hai Akira,6.1
386,Ratchet & Clank,5.7
387,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.1
388,Vigilante Diaries,5.2
389,In the Name of Ben Hur,2.6
390,Ordinary World,6.5
391,Mei Gong he xing dong,7.0
392,Phantasm: Ravager,5.4
393,La tortue rouge,7.7
394,Interrogation,4.9
395,Priceless,7.3
396,Wiener-Dog,5.9
397,Undrafted,6.3
398,Standoff,6.0
399,Sacrifice,5.2
400,The Belko Experiment,7.4
401,Viking,0
402,The Bounce Back,0
403,Willkommen bei den Hartmanns,6.6
404,L'avenir,7.1
405,Rainbow Time,5.8
406,Airlift,8.4
407,Wish For Christmas,7.5
408,Special Correspondents,5.8
409,Joshy,5.8
410,All I See Is You,6.7
411,Ekipazh,7.1
412,Their Finest,7.6
413,Airplane Mode,0
414,Blue Jay,7.4
415,Dishoom,5.2
416,The Intervention,6.1
417,Swing State,4.5
418,De Premier,6.8
419,La pazza gioia,7.5
420,Kaashmora,6.3
421,The Resurrection of Gavin Stone,0
422,The Age of Shadows,7.4
423,Stalked by My Doctor: The Return,6.8
424,Never Back Down: No Surrender,6.4
425,M.S. Dhoni: The Untold Story,8.2
426,Colossal,6.8
427,Trespass Against Us,6.6
428,The Perfect Match,4.7
429,I Know You're in There,4.4
430,Attack of the Lederhosen Zombies,4.3
431,Finding Altamira,5.8
432,Pelé: Birth of a Legend,7.3
433,Flock of Dudes,5.2
434,Little Sister,6.1
435,Bacalaureat,7.8
436,Madaari,7.8
437,Sand Castle,0
438,The Last Face,2.6
439,Kids in Love,5.2
440,What Happened Last Night,6.8
441,La danseuse,6.3
442,Sniper: Special Ops,3.1
443,Un homme à la hauteur,6.3
444,Tiger Raid,4.8
445,Eksi Elmalar,7.3
446,Bad People,4.4
447,Undecided: The Movie,7.3
448,Ventilator,9.0
449,White Girl,5.8
450,Sultan,7.3
451,Yi ju ding yi wan ju,6.4
452,The Evil in Us,4.1
453,The Veil,4.7
454,Other People,6.2
455,Happy Bhaag Jayegi,6.5
456,Arcadia,4.3
457,Bus Driver,3.6
458,In-Lawfully Yours,5.8
459,Raman Raghav 2.0,7.4
460,Magik,0
461,Aftermath,0
462,Mei ren yu,6.3
463,The American Side,5.9
464,The Confirmation,6.4
465,Summer of 8,5.6
466,Alleycats,4.7
467,The Headhunter's Calling,7.7
468,"Kiki, el amor se hace",6.6
469,One Piece Film Gold,8.1
470,Saahasam Swaasaga Saagipo,8.5
471,Alone in Berlin,5.8
472,The Remains,3.7
473,La vida inmoral de la pareja ideal,7.7
474,Below Her Mouth,7.4
475,Rampage: President Down,5.1
476,The Phenom,5.2
477,Mal de pierres,6.8
478,Xi you ji zhi: Sun Wukong san da Baigu Jing,6.0
479,Teo-neol,6.9
480,The Last Band in Lebanon,7.4
481,100 metros,7.8
482,Level Up,4.4
483,Chalk It Up,5.3
484,American Poltergeist,3.3
485,Mohenjo Daro,6.1
486,A Cinderella Christmas,0
487,My Blind Brother,6.2
488,LBJ,7.8
489,Norm of the North,3.7
490,Sinister Squad,2.1
491,Code of Honor,4.2
492,Udta Punjab,7.9
493,Blue Mountain State: The Rise of Thadland,5.9
494,Better Off Single,4.2
495,David Brent: Life on the Road,6.7
496,Who Gets the Dog?,4.7
497,Sister Cities,7.5
498,Salt and Fire,4.6
499,Ma vie de Courgette,8.0
500,Miss Stevens,6.0
501,Frantz,7.6
502,Una,7.1
503,The Model,5.8
504,Raaz Reboot,4.7
505,Pee-wee's Big Holiday,6.3
506,Downhill,4.1
507,Kapoor & Sons,7.9
508,Kicks,5.4
509,The River Thief,5.6
510,End of a Gun,4.0
511,Krampus: The Devil Returns,2.5
512,The Ticket,7.8
513,Sundown,5.5
514,Quand on a 17 ans,7.3
515,Nina,5.1
516,Natural Born Pranksters,3.7
517,Wakefield,7.5
518,Fair Haven,7.0
519,No Manches Frida,5.7
520,This Beautiful Fantastic,8.0
521,Beta Test,6.8
522,A Kind of Murder,6.9
523,Drifter,4.8
524,Buster's Mal Heart,8.0
525,La fille inconnue,6.5
526,Beyond Skyline,0
527,The Shadow Within,0
528,The Void,5.7
529,Esteros,7.1
530,Traded,5.2
531,My Little Pony: Equestria Girls - Legend of Everfree,7.2
532,Stoner Express,4.6
533,The Offering,3.8
534,Cardboard Boxer,6.4
535,Bleed,3.7
536,AmeriGeddon,3.7
537,Jarhead 3: The Siege,5.2
538,All Out Dysfunktion!,3.0
539,The Comedian's Guide to Survival,4.8
540,L'odyssée,6.8
541,Equity,5.8
542,Two Lovers and a Bear,6.7
543,Aloys,6.7
544,Love Everlasting,6.6
545,Broken,5.4
546,The Rapture,0
547,Mr. Donkey,7.5
548,The Call Up,4.8
549,American Romance,4.5
550,Once Upon a Time in Venice,0
551,Scare Campaign,5.8
552,Kindergarten Cop 2,4.4
553,The Ottoman Lieutenant,0
554,Toro,5.9
555,Dear Eleanor,6.0
556,U Turn,8.0
557,Hurricane Bianca,5.6
558,Die Mitte der Welt,7.4
559,Rebirth,5.0
560,The Unfolding,3.7
561,Horror Hotel the Movie,4.2
562,Dead 7,3.2
563,Ma Loute,6.3
564,¿Qué Culpa Tiene el Niño?,6.9
565,Km 31-2,3.6
566,West Coast,6.3
567,Burn Your Maps,8.4
568,Beyond the Gates,6.0
569,House of Purgatory,3.8
570,Que Dios nos perdone,7.8
571,Neerja,7.9
572,The Titan,0
573,The History of Love,6.8
574,Gernika,5.9
575,Beyond Valkyrie: Dawn of the 4th Reich,4.6
576,Warrior's Gate,5.8
577,Message from the King,7.0
578,FML,8.6
579,Hulk: Where Monsters Dwell,5.1
580,White Island,5.2
581,Dog Years,0
582,American Satan,0
583,Amityville Terror,3.1
584,A Quiet Passion,7.1
585,The Foreigner,0
586,Straight Outta Oz,0
587,Barry,7.2
588,Kollektivet,6.6
589,Mum's List,0
590,Lavender,7.3
591,The Possession Experiment,3.6
592,Love Is All You Need?,7.9
593,Fender Bender,5.3
594,King Dave,7.6
595,Sniper: Ghost Shooter,5.3
596,The Standoff,5.2
597,Independents' Day,1.9
598,1st Strike,4.6
599,Halloweed,4.0
600,Starfish,8.0
601,Fitoor,5.4
602,The Hatching,4.0
603,November Criminals,0
604,Day of Reckoning,4.6
605,Te3n,7.3
606,Umi yori mo mada fukaku,7.8
607,ID2: Shadwell Army,4.3
608,Ghost Team,4.4
609,37,4.0
610,Countdown,5.0
611,Antibirth,4.8
612,Fan,7.4
613,Ethel & Ernest,8.2
614,Greater,8.2
615,WEAPONiZED,4.5
616,Let's Be Evil,7.7
617,Transpecos,5.8
618,Mayhem,0
619,Slender,3.5
620,The Last Heist,3.6
621,Isle of the Dead,6.7
622,Kabali,6.8
623,Shovel Buddies,5.5
624,Mono,7.3
625,Happy Birthday,4.9
626,Viena and the Fantomes,0
627,Temps,6.2
628,Lazy Eye,5.2
629,The Land,6.3
630,Blowtorch,5.5
631,Sugar Mountain,0
632,Cien años de perdón,6.3
633,In guerra per amore,7.4
634,Black Widows,6.0
635,The Asian Connection,3.3
636,El ciudadano ilustre,7.7
637,(Re) Assignment,5.5
638,Paradox,4.6
639,La folle histoire de Max et Léon,6.9
640,Lahore Se Aagey,7.8
641,Sorority Slaughterhouse,3.9
642,Réparer les vivants,7.1
643,Pacific Standard Time,4.2
644,As You Are,6.9
645,L'économie du couple,6.8
646,Ikimizin Yerine,6.0
647,ISRA 88,3.3
648,Girl in Woods,3.4
649,Fucking Berlin,5.8
650,The Exception,7.8
651,Shangri-La Suite,5.8
652,Back in the Day,4.1
653,Safe Neighborhood,7.3
654,Wolves at the Door,7.6
655,Internet Famous,3.6
656,Pilgrimage,0
657,Crossing Point,5.1
658,Kyaa Kool Hain Hum 3,1.8
659,Kongens Nei,7.9
660,Mine,6.9
661,My Bakery in Brooklyn,4.8
662,The Spiritualist,5.1
663,Two for One,0
664,The Bleeder,6.9
665,Citrus Springs,3.3
666,ClownTown,4.2
667,Churchill,0
668,The Young Offenders,8.1
669,Emma's Chance,6.3
670,The Secrets of Emily Blair,4.1
671,Stratton,0
672,Feng shen bang,4.5
673,The Suffering,4.4
674,The Pickle Recipe,7.8
675,Milton's Secret,6.1
676,Théo et Hugo dans le même bateau,6.4
677,Railroad Tigers,0
678,Fight Valley,3.5
679,Little Mermaid,7.4
680,Gangsters Gamblers Geezers,7.8
681,My Summer Prince,6.4
682,Poesía sin fin,7.7
683,The Bombing,0
684,The Architect,5.7
685,The Alchemist Cookbook,4.5
686,Girlfriends of Christmas Past,0
687,Black Tar Road,3.7
688,Vanished: Left Behind - Next Generation,5.5
689,Gold Star,0
690,The Doll,7.0
691,Yu-Gi-Oh!: The Dark Side of Dimensions,8.3
692,Quo vado?,6.6
693,6 Days,0
694,Legends of the Hidden Temple: The Movie,0
695,Shelley,5.2
696,Belgica,6.8
697,Cold War II,6.8
698,Let Me Make You a Martyr,6.2
699,The Book of Love,6.4
700,Wazir,7.2
701,Morran & Tobias - Som en skänk från ovan,6.2
702,Mercury Plains,4.4
703,The Outskirts,0
704,Fallen Angels,7.0
705,The Caretaker,4.3
706,Brother Nature,4.7
707,Izzy Gets the F*ck Across Town,0
708,Rise of the Footsoldier 3,0
709,"Treintona, Soltera y Fantástica",5.5
710,Almost Adults,9.0
711,Christmas Ranch,0
712,Seoul Station,6.0
713,Baar Baar Dekho,5.1
714,Tonio,7.5
715,Female Fight Club,6.8
716,Tenemos la carne,5.3
717,Contract to Kill,0
718,The Devil's Dolls,4.4
719,All Girls Weekend,2.3
720,Eliminators,0
721,Marshall,0
722,Branagh Theatre Live: Romeo and Juliet,8.4
723,Zoombies,3.4
724,Lucifer,0
725,The Rendezvous,8.8
726,1920 London,4.0
727,The Carer,6.8
728,Operation Avalanche,7.1
729,Swallows and Amazons,6.4
730,Dirty Lies,4.9
731,Ms. Matched,5.3
732,We Love You,0
733,Lea to the Rescue,5.8
734,The Untamed,6.6
735,The Last Film Festival,4.1
736,Viking Legacy,2.8
737,La corrispondenza,5.9
738,Overdrive,0
739,Câini,7.6
740,Kurîpî: Itsuwari no rinjin,6.3
741,The Journey Is the Destination,9.5
742,MSG the Warrior: Lion Heart,8.8
743,No culpes al karma de lo que te pasa por gilipollas,5.3
744,Scales: Mermaids Are Real,0
745,Detour,7.7
746,Megan Leavey,0
747,Sufat Chol,7.4
748,Split,6.9
749,Carrie Pilby,8.1
750,The Matchbreaker,9.4
751,The Lennon Report,5.9
752,Until Forever,8.7
753,Domain,0
754,Broadway 4D,0
755,Pimp,0
756,HoneyBee,3.9
757,911 Nightmare,6.1
758,Spirit of the Game,7.8
759,Volki i ovtsy. Beeezumnoe prevrashchenie,6.6
760,Punk's Dead: SLC Punk 2,5.3
761,The Emeryville Experiments,5.9
762,Do Over,4.8
763,They're Watching,5.6
764,Break-Up Nightmare,5.1
765,Sarbjit,7.3
766,The Brits Are Coming,0
767,A December Bride,0
768,The Free World,6.2
769,Crd,0
770,From a House on Willow Street,8.1
771,Pushing Dead,7.7
772,Nerdland,6.8
773,The Tribes of Palos Verdes,0
774,Compadres,4.7
775,Brice 3,4.6
776,Chosen,4.5
777,Orpheline,6.3
778,Jimmy Vestvood: Amerikan Hero,5.5
779,You May Now Kill the Bride,5.5
780,Realive,6.7
781,The Layover,0
782,The Master Cleanse,5.9
783,Split,5.5
784,Sanam Teri Kasam,7.4
785,Red Dog: True Blue,0
786,Forsaken,2.2
787,A.R.C.H.I.E.,5.6
788,Terra Formars,4.9
789,Kodi,7.1
790,Miss Saigon: 25th Anniversary,9.3
791,Flykten till framtiden,7.0
792,Hymyilevä mies,7.7
793,The List,0
794,Retake,5.3
795,Chronically Metropolitan,7.9
796,You're Killing Me Susana,7.3
797,Bling,4.7
798,Médecin de campagne,6.8
799,Éternité,6.1
800,Ali and Nino,9.0
801,Vincent N Roxxy,7.8
802,A Sunday Horse,6.2
803,La reina de España,6.3
804,Death Race 2050,0
805,Magi,6.6
806,Sieranevada,8.0
807,Selling Isobel,8.5
808,Hot,7.2
809,Housefull 3,5.3
810,Cold Moon,6.8
811,Victoria,6.6
812,7 minuti,6.7
813,Shi tu xing zhe,6.2
814,El olivo,7.1
815,The Limehouse Golem,7.4
816,Lake Eerie,5.6
817,Spaceman,5.3
818,Hatton Garden the Heist,3.1
819,Terrifier,8.1
820,Decommissioned,3.9
821,Black Road,3.8
822,Prevenge,6.7
823,Pr' Hostar,8.4
824,Ostatnia rodzina,8.0
825,Raising the Bar,6.4
826,The Darkest Universe,6.8
827,Kahaani 2,0
828,Gehenna: Where Death Lives,8.5
829,Delirium,0
830,The Whole World at Our Feet,0
831,I Am Bolt,0
832,Ikari,7.3
833,The Third Party,5.6
834,Pequeno Segredo,6.3
835,Loserville,8.5
836,Somnus,2.9
837,Star Trek: Horizon,5.9
838,Sadako v Kayako,5.4
839,Drunk Parents,0
840,Hidden in the Woods,4.2
841,Unbelievable!!!!!,0
842,Deserted,5.4
843,Force 2,7.5
844,Lovesong,6.9
845,Falsely Accused,4.1
846,A martfüi rém,7.8
847,"No Pay, Nudity",0
848,Doctor Who: The Power of the Daleks,6.8
849,The Hollow Point,7.6
850,Here Alone,6.8
851,The Northlander,8.9
852,Catfight,6.1
853,1 Night,9.3
854,Mãe Só Há Uma,7.1
855,Indiscretion,5.1
856,Little Dead Rotting Hood,3.5
857,Le confessioni,6.2
858,Porto,6.4
859,Tschick,7.4
860,The Horde,4.2
861,Renesse,3.9
862,Freak Show,0
863,What Happened to Monday?,8.2
864,Is That a Gun in Your Pocket?,8.2
865,Arrowhead,4.5
866,Leokki,7.7
867,24 Wochen,7.5
868,Golden Years,7.3
869,All Hallows' Eve,6.5
870,The Bet,4.0
871,Aynabaji,9.7
872,Sadie,0
873,Believe,0
874,Feast of the Body,4.8
875,Ozzy,5.8
876,Der geilste Tag,6.5
877,Dance Camp,3.8
878,Wait Till Helen Comes,5.5
879,Fai bei sogni,6.7
880,Reclusion,3.7
881,Burn Country,7.0
882,Rocky Handsome,6.9
883,Worthless,9.0
884,Nessie & Me,5.3
885,O Ornitólogo,6.7
886,Welcome to Norway,6.2
887,On the Milky Road,7.0
888,American Wrestler: The Wizard,8.7
889,Massacre on Aisle 12,9.0
890,Eshtebak,8.2
891,Camping 3,4.4
892,Børning 2,6.7
893,Showdown in Manila,2.8
894,Mirzya,4.5
895,Mindhorn,8.1
896,Everlasting,8.1
897,La mort de Louis XIV,7.1
898,The Watcher,5.2
899,Les beaux jours d'Aranjuez,5.3
900,Koe no katachi,8.6
901,Divines,7.5
902,Jean of the Joneses,7.6
903,Éperdument,5.9
904,Selfie 69,7.3
905,Howard Lovecraft & the Frozen Kingdom,5.5
906,Submerged,4.0
907,iBoy,0
908,The Other Wife,5.8
909,(M)uchenik,7.4
910,New Life,8.3
911,Mean Dreams,7.1
912,Ils sont partout,4.8
913,Shooting Clerks,8.3
914,Razors: The Return of Jack the Ripper,3.8
915,Hollow Creek,4.0
916,Out of Control,0
917,Wolf Mother,8.3
918,The Curse of Robert the Doll,4.3
919,Another Evil,6.7
920,Custody,8.3
921,Science Fiction Volume One: The Osiris Child,8.9
922,The Matadors,0
923,The Veil,0
924,Saturday's Warrior,6.2
925,Lady Macbeth,7.2
926,The Church,0
927,The Break-In,4.2
928,Duelyant,6.6
929,Adam Green's Aladdin,7.1
930,Half Life,0
931,Shot Caller,0
932,Ozark Sharks,3.8
933,A Midsummer Night's Dream,0
934,Lowriders,8.6
935,Girl Flu,8.1
936,Mississippi Murder,0
937,The Year of Spectacular Men,0
938,Manual de principiantes para ser presidente,0
939,Veloce come il vento,7.5
940,Antboy 3,5.4
941,Sticky Notes,8.3
942,Tenemos que hablar,5.8
943,Jue ji,3.7
944,The Legend of Ben Hall,0
945,Between Us,7.5
946,Prisoner X,5.3
947,Hunter Gatherer,7.9
948,Cyborg X,6.0
949,Do You Take This Man,0
950,Soy Nero,6.5
951,Killing Salazar,3.7
952,Killer Coach,5.5
953,Hard Sell,5.5
954,Restoration,4.0
955,Don't Kill It,6.1
956,The Seeker,8.7
957,Ang babaeng humayo,8.1
958,Home,4.0
959,Prooi,4.8
960,Unleashed,9.2
961,Jet Trash,0
962,The White King,7.1
963,Sin Filtro,5.7
964,Pettersson und Findus 2 - Das schönste Weihnachten überhaupt,6.6
965,Katie Says Goodbye,8.0
966,Fanged Up,0
967,A Dark Song,7.2
968,Beyond the Game,5.5
969,The Red Maple Leaf,5.7
970,Kill Kane,3.9
971,Douã lozuri,8.3
972,The Truth Commissioner,5.7
973,Lost in the Pacific,5.4
974,Beyond Paradise,6.1
975,"Fell, Jumped or Pushed",9.2
976,Albüm,6.7
977,Cooped Up,9.4
978,Don't Fuck in the Woods,8.9
979,Inside,4.9
980,Caged No More,5.2
981,The Journey,7.3
982,Total Frat Movie,4.3
983,Enter the Fist and the Golden Fleece,0
984,When the Starlight Ends,0
985,Zombies,8.2
986,Lego DC Comics Superheroes: Justice League - Gotham City Breakout,5.9
987,The Pastor,6.9
988,Iru Mugan,6.8
989,The Sweet Life,7.3
