,Movie Name,Rating
975,3 Nights in the Desert,5.9
976,Glass Chin,5.5
977,Hangar 10,3.6
978,Black Coffee,5.7
979,Vonarstræti,7.4
980,Echoes,4.4
981,Misfire,3.3
982,Gabriel,6.4
983,Barbecue,6.1
984,Ejecta,3.7
985,One Shot,3.6
986,Kuime,6.1
987,Vincent n'a pas d'écailles,6.2
988,Blood Moon,4.5
989,Quiero ser fiel,5.7
990,Crazed,5.1
991,Hasee Toh Phasee,6.9
992,Shockwave Darkside,2.1
993,Echo Park,6.1
994,The Reckoning,5.5
995,Action Jackson,3.3
996,Heropanti,5.3
997,Gloria,6.5
998,The Living,6.2
999,La prochaine fois je viserai le coeur,6.4
